API Call,Start Time,End Time,Latency
77,2024-10-25 04:58:50.798256,2024-10-25 04:58:50.868429,0.07017278671264648
78,2024-10-25 04:58:50.868429,2024-10-25 04:58:50.938646,0.07021737098693848
79,2024-10-25 04:58:50.938646,2024-10-25 04:58:51.008636,0.06998920440673828
80,2024-10-25 04:58:51.008636,2024-10-25 04:58:51.083577,0.07494115829467773
81,2024-10-25 04:58:51.083577,2024-10-25 04:58:51.158484,0.07490754127502441
82,2024-10-25 04:58:51.158484,2024-10-25 04:58:51.228555,0.07007026672363281
83,2024-10-25 04:58:51.228555,2024-10-25 04:58:51.288232,0.0596776008605957
84,2024-10-25 04:58:51.288232,2024-10-25 04:58:51.363331,0.07509899139404297
85,2024-10-25 04:58:51.363331,2024-10-25 04:58:51.428629,0.06529760360717773
86,2024-10-25 04:58:51.428629,2024-10-25 04:58:51.498611,0.06998252868652344
87,2024-10-25 04:58:51.498611,2024-10-25 04:58:51.568249,0.06963801383972168
88,2024-10-25 04:58:51.568249,2024-10-25 04:58:51.628574,0.060324907302856445
89,2024-10-25 04:58:51.628574,2024-10-25 04:58:51.698092,0.06951761245727539
90,2024-10-25 04:58:51.698092,2024-10-25 04:58:51.763786,0.06569433212280273
91,2024-10-25 04:58:51.763786,2024-10-25 04:58:51.838555,0.0747687816619873
92,2024-10-25 04:58:51.838555,2024-10-25 04:58:51.898536,0.059981346130371094
93,2024-10-25 04:58:51.898536,2024-10-25 04:58:51.978567,0.08003067970275879
94,2024-10-25 04:58:51.978567,2024-10-25 04:58:52.051636,0.07306885719299316
95,2024-10-25 04:58:52.052157,2024-10-25 04:58:52.118469,0.06631183624267578
96,2024-10-25 04:58:52.118469,2024-10-25 04:58:52.183008,0.06453919410705566
97,2024-10-25 04:58:52.183008,2024-10-25 04:58:52.248154,0.06514573097229004
98,2024-10-25 04:58:52.248154,2024-10-25 04:58:52.318394,0.07024025917053223
99,2024-10-25 04:58:52.318394,2024-10-25 04:58:52.378357,0.059963226318359375
100,2024-10-25 04:58:52.378357,2024-10-25 04:58:52.448484,0.07012653350830078
