API Call,Start Time,End Time,Latency
50,2024-10-25 04:59:09.456692,2024-10-25 04:59:09.526947,0.07025504112243652
51,2024-10-25 04:59:09.526947,2024-10-25 04:59:09.609437,0.0824894905090332
52,2024-10-25 04:59:09.609437,2024-10-25 04:59:09.676668,0.0672309398651123
53,2024-10-25 04:59:09.676668,2024-10-25 04:59:09.743029,0.0663611888885498
54,2024-10-25 04:59:09.743029,2024-10-25 04:59:09.810361,0.06733202934265137
55,2024-10-25 04:59:09.810361,2024-10-25 04:59:09.896916,0.08655452728271484
56,2024-10-25 04:59:09.896916,2024-10-25 04:59:09.965728,0.06881237030029297
57,2024-10-25 04:59:09.965728,2024-10-25 04:59:10.036547,0.07081937789916992
58,2024-10-25 04:59:10.036547,2024-10-25 04:59:10.106990,0.07044291496276855
59,2024-10-25 04:59:10.106990,2024-10-25 04:59:10.182108,0.07511782646179199
60,2024-10-25 04:59:10.182263,2024-10-25 04:59:10.257491,0.07522797584533691
61,2024-10-25 04:59:10.257491,2024-10-25 04:59:10.331408,0.07318282127380371
62,2024-10-25 04:59:10.331408,2024-10-25 04:59:10.403129,0.07172060012817383
63,2024-10-25 04:59:10.403129,2024-10-25 04:59:10.473084,0.06995558738708496
64,2024-10-25 04:59:10.473084,2024-10-25 04:59:10.536826,0.06374192237854004
65,2024-10-25 04:59:10.536826,2024-10-25 04:59:10.616643,0.07981705665588379
66,2024-10-25 04:59:10.616643,2024-10-25 04:59:10.696966,0.0803225040435791
67,2024-10-25 04:59:10.696966,2024-10-25 04:59:10.800255,0.10328912734985352
68,2024-10-25 04:59:10.800255,2024-10-25 04:59:10.861855,0.0615999698638916
69,2024-10-25 04:59:10.861855,2024-10-25 04:59:10.926487,0.06463217735290527
70,2024-10-25 04:59:10.926487,2024-10-25 04:59:10.993577,0.06709003448486328
71,2024-10-25 04:59:10.993577,2024-10-25 04:59:11.061816,0.06823873519897461
72,2024-10-25 04:59:11.061816,2024-10-25 04:59:11.136602,0.07478594779968262
73,2024-10-25 04:59:11.136602,2024-10-25 04:59:11.208071,0.07146930694580078
74,2024-10-25 04:59:11.208071,2024-10-25 04:59:11.291452,0.08338093757629395
75,2024-10-25 04:59:11.291452,2024-10-25 04:59:11.361553,0.07010054588317871
76,2024-10-25 04:59:11.361553,2024-10-25 04:59:11.432695,0.07114243507385254
77,2024-10-25 04:59:11.432695,2024-10-25 04:59:11.506490,0.07379484176635742
78,2024-10-25 04:59:11.506490,2024-10-25 04:59:11.591615,0.08512520790100098
79,2024-10-25 04:59:11.591615,2024-10-25 04:59:11.682269,0.09065437316894531
80,2024-10-25 04:59:11.682269,2024-10-25 04:59:11.746782,0.06451225280761719
81,2024-10-25 04:59:11.746782,2024-10-25 04:59:11.818270,0.07148885726928711
82,2024-10-25 04:59:11.818270,2024-10-25 04:59:11.894695,0.07642507553100586
83,2024-10-25 04:59:11.894695,2024-10-25 04:59:11.966294,0.07159805297851562
84,2024-10-25 04:59:11.966294,2024-10-25 04:59:12.036557,0.07026290893554688
85,2024-10-25 04:59:12.036557,2024-10-25 04:59:12.106777,0.0702204704284668
86,2024-10-25 04:59:12.106777,2024-10-25 04:59:12.166518,0.05974125862121582
87,2024-10-25 04:59:12.166518,2024-10-25 04:59:12.236569,0.07005047798156738
88,2024-10-25 04:59:12.236569,2024-10-25 04:59:12.308245,0.07167649269104004
89,2024-10-25 04:59:12.309260,2024-10-25 04:59:12.389154,0.07989382743835449
90,2024-10-25 04:59:12.389154,2024-10-25 04:59:12.469303,0.08014917373657227
91,2024-10-25 04:59:12.469303,2024-10-25 04:59:12.534090,0.06478619575500488
92,2024-10-25 04:59:12.534687,2024-10-25 04:59:12.599456,0.06476879119873047
93,2024-10-25 04:59:12.599456,2024-10-25 04:59:12.666843,0.06738710403442383
94,2024-10-25 04:59:12.666843,2024-10-25 04:59:12.741706,0.07486343383789062
95,2024-10-25 04:59:12.741706,2024-10-25 04:59:12.810436,0.06873035430908203
96,2024-10-25 04:59:12.810436,2024-10-25 04:59:12.873123,0.06268668174743652
97,2024-10-25 04:59:12.873123,2024-10-25 04:59:12.944128,0.07100510597229004
98,2024-10-25 04:59:12.944128,2024-10-25 04:59:13.007860,0.06373119354248047
99,2024-10-25 04:59:13.007860,2024-10-25 04:59:13.074673,0.06681323051452637
100,2024-10-25 04:59:13.074673,2024-10-25 04:59:13.138973,0.0642998218536377
